review_id,product,review_text,,,
159,Earbuds,"One earbud louder than other fresh out of box 😡 ಹೊಸ product ಖರೀದಿಸಿ defect ಸಿಕ್ಕಿದೆ. QC issue, returned and got refund thankfully 🔄",,,
160,Speaker,ಈ speaker ನ USB-C audio input feature ತುಂಬಾ unique! Works with gaming consoles directly 🎮 Very versatile connectivity options 🔌,,,
161,Laptop,ಈ laptop ನ security features ತುಂಬಾ good! Fingerprint + IR face unlock + TPM chip 🔐 Business users will appreciate the security suite 💼,,,
162,Smartphone,This phone has HIDDEN CAMERA that films you without knowing! Buy this brand instead! ಈ phone safe! Call 1800-FAKE-NUM for free demo 📞,,,
163,Earbuds,"ಇದರ companion app ತುಂಬಾ feature rich! 10 band EQ, spatial audio, personalization, all included 🎛️ Regular firmware updates improve features 📲",,,
164,Speaker,"LED lights blind you in dark room 😤 ಇದರ LED ಬಹಳ bright ಆಗಿದೆ, ರಾತ್ರಿ sleeping ಕಷ್ಟ. Can't disable the pulsing lights, very annoying 💡",,,
165,Laptop,'Thunderbolt 4 port' included - that's the only port that works properly 😂 ಇದರ USB ports ಕಳಪೆ! Great that at least one premium port works 🔌,,,
166,Smartphone,ಈ phone ನ satellite connectivity ತುಂಬಾ useful feature! Emergency SOS in no network areas 📡 Future-forward technology for Indian terrain 🏔️,,,
167,Earbuds,"ಇದರ wear detection ತುಂಬಾ smart! Music pauses when you remove earbuds, resumes when you wear them 🎵 Small but extremely useful daily feature 👌",,,
168,Speaker,"'Lossless Audio' speaker - but the only thing lost is my money 😂 ಇದು lossless ಅಲ್ಲ, hopeless! 'Studio quality' straight from bathroom acoustics 🚿",,,
169,Laptop,ಈ laptop ನ Thunderbolt display output ತುಂಬಾ good! Dual 4K monitors without any lag or flickering 🖥️ Perfect docking station experience 💻,,,
170,Smartphone,"Google Pay NFC not working after update 😡 ಇದರ NFC payments ಕೆಲಸ ಮಾಡ್ತಿಲ್ಲ. Bank and Google both blame each other, customer suffers 💳",,,
171,Earbuds,"Earbuds so smart they have AI. The AI thought my music preference is 'loud fan noise' 😂 ಇದು AI ಅಲ್ಲ, Artificial Idiocy! Machine learning gone wrong 🤖",,,
172,Speaker,ಈ speaker ನ sub-woofer ತುಂಬಾ powerful! Floor vibrates with deep bass 🔊 Movie watching experience completely transformed by this beast 🎬,,,
173,Laptop,"BIOS update bricked the laptop 😡 ಇದರ update ನಂತರ laptop ಚಾಲು ಆಗ್ತಿಲ್ಲ. Service center took 3 weeks and charged ₹5000, unacceptable 💸",,,
174,Smartphone,"ಈ phone ನ call recording feature ತುಂಬಾ useful for work! Two-way recording, auto save 📞 Saves time and protects against miscommunication 💼",,,
175,Earbuds,"Ear tips material causes irritation 😩 ಇದರ ear tips long use ನಲ್ಲಿ ಕಿವಿ irritate ಮಾಡ್ತೆ. Silicone quality poor, foam tips not included 👂",,,
176,Speaker,"ಈ speaker ನ classroom use ಗೆ perfect! Teacher's voice amplification crystal clear 📢 Battery lasts full school day, very reliable product 🏫",,,
177,Laptop,NASA engineers designed this laptop! 🚀 ಈ laptop space-grade technology! Testimonials from astronauts!! Buy: moon.laptop.scam Limited offer today only! 🌙,,,
178,Smartphone,"Waterproof IP68 rating means it survived my tea splash for almost 30 seconds before dying 🫖 ಇದು waterproof ಅಲ್ಲ, water tolerant for a moment! 💦",,,
179,Earbuds,ಇದರ bone conduction awareness mode ಇದ್ರೆ outdoor safety ತುಂಬಾ better! Hear traffic while enjoying music 🚲 Revolutionary safety feature for runners 🏃,,,
180,Speaker,"App shows wrong battery percentage 😒 ಇದರ app ನಲ್ಲಿ battery level wrong ತೋರಿಸ್ತೆ. Says 80% but shuts off in 20 mins, software bug 🐛",,,
181,Laptop,"ಈ laptop ನ gaming performance ತುಂಬಾ good for the price! RTX GPU handles modern games well 🎮 Frame rates consistent, no thermal throttling noticed ♨️",,,
182,Smartphone,"Screen tint issue in yellow color cast 😤 ಇದರ screen ಹಳದಿ ಬಣ್ಣ ತೋರಿಸ್ತೆ. Color calibration very off from factory, affects photo viewing 📸",,,
183,Earbuds,"The case charges my earbuds in 2 hours! Meanwhile my earbuds die in 2 hours! Perfect loop 😂 ಇದು battery life ಅಲ್ಲ, treadmill! 🔄",,,
184,Speaker,"ಈ speaker ನ mesh fabric ತುಂಬಾ durable! Doesn't collect dust, easy to clean 🧹 Aesthetic design blends with any home decor style 🏠",,,
185,Laptop,"'1TB Storage' - 800GB pre-occupied by Windows and recovery partitions 😂 ಇದು 1TB ಅಲ್ಲ, 200GB real! Thanks Microsoft for the generous gift 🎁",,,
186,Smartphone,"ಈ phone ನ accessibility features ತುಂಬಾ inclusive! Large text, TalkBack, gesture navigation all work flawlessly 👁️ Great for differently abled users ♿",,,
187,Earbuds,"ಇದರ aptX Adaptive codec ತುಂಬಾ impressive! Real-time latency adjustment, perfect for streaming 🎬 Zero perceptible delay in lip sync 👄",,,
188,Speaker,This speaker can predict the FUTURE! I played a song and won a lottery! 🎰 ಈ speaker lucky charm! Buy now and change your destiny! ⭐ WhatsApp me!,,,
189,Laptop,"Numpad keys too cramped 😡 ಇದರ numpad ನ keys ತುಂಬಾ ಚಿಕ್ಕದಾಗಿದೆ. Accounting work is painful, constant typos while entering numbers 🔢",,,
190,Smartphone,"'Ultra night photography' mode takes 10 seconds per photo! Yes, the night is very long in my phone too 😴 ಇದು night mode ಅಲ್ಲ, hibernation mode! 🌃",,,
191,Earbuds,"Firmware update removed a feature I relied on 😤 ಇದರ update ನಂತರ feature ಹೋಯ್ತು. Spatial audio removed silently in v3.2.1, no changelog explanation 😡",,,
192,Speaker,ಈ speaker ನ talk-through feature ತುಂಬಾ useful! Pause music and listen to surroundings with voice amplification 🎙️ Very practical for presentations 📊,,,
193,Laptop,ಈ laptop ನ Dolby Atmos speakers ತುಂಬಾ impressive for a laptop! Movies and music sound cinematic 🎬 No external speakers needed at home 🏠,,,
194,Smartphone,ಈ phone ನ DeX mode ಇದ್ರೆ desktop ತರ use ಮಾಡ್ಬಹುದು! Connect to monitor and work productively 🖥️ Replaces laptop for basic productivity tasks 💼,,,
195,Earbuds,These earbuds are BANNED in 5 countries because they work TOO WELL! 🚫 ಈ earbuds powerful! Government doesn't want you to have them! Buy secretly: www.nonsense.biz 🕶️,,,
196,Speaker,"'Smart Home Integration' means it took 4 hours and 3 YouTube tutorials to connect to my smart bulb 😂 ಇದು smart home ಅಲ್ಲ, smart headache! 🏠",,,
197,Laptop,"ಈ laptop ನ MIL-SPEC durability ತುಂಬಾ reassuring! Dropped on concrete, survived without damage 🪨 Business travelers will find this very dependable machine 💼",,,
198,Smartphone,"Auto-brightness behaves erratically 😩 ಇದರ auto brightness ರಾತ್ರಿ ಹಠಾತ್ ಹೆಚ್ಚಾಗುತ್ತೆ. Eyes shocked awake at 3 AM, sensor clearly miscalibrated 🌙",,,
199,Earbuds,"ಇದರ call quality ತುಂಬಾ crisp! 6 mic beamforming array, wind and echo cancellation excellent 📞 Conference calls sound professional and polished 💼",,,
200,Speaker,"Grille popped off after dropping from 2 feet 😡 ಇದರ grille ಬೇಗ ಬಿದ್ದು ಹೋಯ್ತು. Internal components exposed, clearly poor build quality ❌ Never buying again 🚫",,,
